Category,Key,English,Korean,Notes
,gm63c,This item can be used in research that you bookmarked,이 아이템은 북마크한 연구에 사용할 수 있습니다, WARNING: ENGLISH PLACEHOLDER #####################################################
,gm64,Complete,완료, WARNING: ENGLISH PLACEHOLDER #####################################################
,gm64b,This item cannot be researched!,이 아이템은 연구할 수 없습니다!, WARNING: ENGLISH PLACEHOLDER #####################################################
,gm64c,This item has a use in Haversack Hill,이 아이템은 헤이버색 힐에서 사용할 수 있습니다, WARNING: ENGLISH PLACEHOLDER #####################################################
,gm65,New Item Unlocked,새 아이템이 해금되었습니다, WARNING: ENGLISH PLACEHOLDER #####################################################
,gm65b,New Items Unlocked!,새 아이템이 해금되었습니다!, WARNING: ENGLISH PLACEHOLDER #####################################################
,gm66,A New Hero!,새 영웅!, WARNING: ENGLISH PLACEHOLDER #####################################################
,gm67,Current,현재, WARNING: ENGLISH PLACEHOLDER #####################################################
,gm68,Completed,완료, WARNING: ENGLISH PLACEHOLDER #####################################################
,gm69,Delete this save?,이 저장 기록을 삭제할까요?, WARNING: ENGLISH PLACEHOLDER #####################################################
,gm70,This cannot be undone!,되돌릴 수 없습니다!, WARNING: ENGLISH PLACEHOLDER #####################################################
,gm71,New Construction!,새 건축물!, WARNING: ENGLISH PLACEHOLDER #####################################################
,gm72,New Quest!,새 퀘스트!, WARNING: ENGLISH PLACEHOLDER #####################################################
,gm72b,New Lore!,새 이야기!, WARNING: ENGLISH PLACEHOLDER #####################################################
,gm72c,New Costume!,새 의상!, WARNING: ENGLISH PLACEHOLDER #####################################################
,gm72d,New Area!,새 구역!, WARNING: ENGLISH PLACEHOLDER #####################################################
,gm72e,New Unlock!,새 해금!, WARNING: ENGLISH PLACEHOLDER #####################################################
,gm73,Take All,모두 받기, WARNING: ENGLISH PLACEHOLDER #####################################################
,gm74,Give All,모두 주기, WARNING: ENGLISH PLACEHOLDER #####################################################
,gm74b,Give All (Non-Researchable),모두 주기 (연구 불가), WARNING: ENGLISH PLACEHOLDER #####################################################
,gm75,Sell Items,아이템 판매, WARNING: ENGLISH PLACEHOLDER #####################################################
,gm76,A mysterious relic,수수께끼의 유물, WARNING: ENGLISH PLACEHOLDER #####################################################
,gm77,Research,연구, WARNING: ENGLISH PLACEHOLDER #####################################################
,gm78,You don't know the way yet. Try again once you have gone deeper,아직 방법을 모릅니다. 더 깊이 들어간 후 다시 시도하세요, WARNING: ENGLISH PLACEHOLDER #####################################################
,gm79,Choose an item to save,저장할 아이템을 선택하세요, WARNING: ENGLISH PLACEHOLDER #####################################################
,gm80,Nothing Selected,선택하지 않았습니다, WARNING: ENGLISH PLACEHOLDER #####################################################
,gm81,Cannot be moved!,옮길 수 없습니다!, WARNING: ENGLISH PLACEHOLDER #####################################################
,gm82,Cannot place on water,물에는 배치할 수 없습니다, WARNING: ENGLISH PLACEHOLDER #####################################################
,gm83,Bridge cannot be placed here,여기에 다리를 배치할 수 없습니다, WARNING: ENGLISH PLACEHOLDER #####################################################
,gm84,To complete this research you need an item that is: <br>   /x <br>   /y,이 연구를 완료하려면 필요한 아이템: <br> /x <br> /y ,E.G. To complete this research you need a rare weapon item WARNING: ENGLISH PLACEHOLDER #####################################################
,gm85,To complete this research you need /x /y,이 연구를 완료하려면 필요한 아이템: /x /y ,E.G. To complete this research you need 100 food WARNING: ENGLISH PLACEHOLDER #####################################################
,gm86,Must be empty!,비어 있어야 합니다!, WARNING: ENGLISH PLACEHOLDER #####################################################
,gm87,Destroy,파괴, WARNING: ENGLISH PLACEHOLDER #####################################################
,gm88,Bookmark,북마크, WARNING: ENGLISH PLACEHOLDER #####################################################
,gm89,Core cannot be used indirectly,코어는 간접적으로 사용될 수 없어, WARNING: ENGLISH PLACEHOLDER #####################################################
,gm90,Relics cannot be refreshed,유물은 갱신될 수 없어, WARNING: ENGLISH PLACEHOLDER #####################################################
,gm91,Lucky!,개꿀!, WARNING: ENGLISH PLACEHOLDER #####################################################
,gm92,Not enough population! Gather more animals in Haversack Hill!,인구가 부족해! Haversack Hill에서 더 많은 동물을 모아오세요!, WARNING: ENGLISH PLACEHOLDER #####################################################
,gmAN1,"This game uses Unity Analytics to record player data. This is used exclusively to balance the game. By clicking ""Accept"" - you agree to share this data. If you cannot legally give permission, please click ""Do not accept""","이 게임은 유니티 애널리틱스를 이용해 플레이어 데이터를 기록합니다. 이 기록은 게임의 밸런스를 맞추기 위해서만 사용됩니다. ""동의""를 누름으로써, 이 데이터를 수집하는 데에 동의하실 수 있습니다. 만약 법적으로 권한을 줄 수 없다면, ""동의하지 않음""을 눌러주세요.", WARNING: ENGLISH PLACEHOLDER #####################################################
,gmanb1,Accept,동의, WARNING: ENGLISH PLACEHOLDER #####################################################
,gmanb2,Do not accept,동의하지 않음, WARNING: ENGLISH PLACEHOLDER #####################################################
,gmCR81,You cannot leave your core behind,코어는 버리고 갈 수 없습니다,
,gmSatchel1,Items must be placed on a rune space!,아이템을 룬 칸에 배치해야 합니다!,
,gmSatchel2,You can't move items once they're crammed in!,아이템이 꽉 차면 이동시킬 수 없습니다!,
,gmSatchel3,There's no space to cram it in!,그걸 집어넣기에는 공간이 부족해요!,
,show backpack,show backpack,가방 보기, WARNING: ENGLISH PLACEHOLDER #####################################################
,show map,show map,지도 보기, WARNING: ENGLISH PLACEHOLDER #####################################################
Cinematic,cinematic1,"In the deep, dark dungeons beneath Orderia...",Orderia 아래 심연의 어두운 던전에서..., WARNING: ENGLISH PLACEHOLDER #####################################################
,cinematic2,A young packrat searches for treasure...,어린 주머니쥐가 보물을 찾아 나서는 중..., WARNING: ENGLISH PLACEHOLDER #####################################################
,cinematic3,There she discovers a mysterious relic...,거기에서 그녀는 신비로운 유물을 발견해요..., WARNING: ENGLISH PLACEHOLDER #####################################################
,cinematicEnd1, Oh Purse... I lost myself down here...,"오, 지갑... 나는 여기서 나를 잃었어...",  WARNING: ENGLISH PLACEHOLDER #####################################################
,cinematicEnd2,Leave it to you to come to my rescue,당신이 나를 구해주기를 기대할 수 있겠죠, WARNING: ENGLISH PLACEHOLDER #####################################################
Tote,gmTote1,Carvings must be placed in your Backpack,인각은 가방 안에 배치해야 합니다,
,gmTote2,Carvings in hand,보유한 인각,
,gmTote3,Discarded Carvings,버린 인각,
,gmTote4,Banished Carvings,추방된 인각,
Run Types,rt1,standard,일반,
,rt1d,A basic run with no special settings!,특별한 설정 없는 기본적인 게임입니다!,
,rt0t,Tutorial,튜토리얼, WARNING: ENGLISH PLACEHOLDER #####################################################
,rt0td,Learn to play as this character. Highly recommended!,이 캐릭터로 플레이하는 방법을 배우세요. 강력 추천!, WARNING: ENGLISH PLACEHOLDER #####################################################
