Category,Key,English,Korean,Notes
,rtd25,You get /x energy each turn,매 차례 /x의 에너지를 얻습니다,
,rtd26,You cannot find relics,유물을 찾을 수 없습니다,
,rtd27,There is only one floor before each boss,보스를 만나기 전에 층이 하나밖에 없습니다,
,rtd28,Enemies will never poison the player,적들이 독 효과를 부여하지 않습니다,
,rtd29,Don't start with standard items,기본 아이템 없이 시작합니다,
,rtd30,Items must be placed adjacent to an item of the same type or rarity. This excludes your starting items:,같은 종류 또는 희귀도의 아이템이 사방으로 인접하지 않으면 아이템을 가방에 배치할 수 없습니다. 처음에 들고 시작하는 다음 아이템들은 제외됩니다:,
,rtd31,Enemies will never curse the player,적들이 저주를 부여하지 않습니다,
,rtd32,Backpack starts at /x spaces wide,가방의 너비가 /x칸인 채로 시작합니다,
,rtd33,Go directly to each Boss,각 보스에게 직행합니다,
,rtd34,Start in a room with:,다음이 있는 방에서 시작합니다:,
,rtd35,All items are replaced after each battle,모든 아이템이 각 전투 이후에 교체됩니다,
,rtd36,Items can be forged endlessly,아이템을 무제한으로 강화할 수 있습니다,
,rtd37,You can still find:,다음 아이템들은 여전히 발견할 수 있습니다:,
,rtd38,You can see the whole map,지도를 전부 볼 수 있습니다,
,rtd39,Each floor contains these additional encounters:,각 층에 다음과 같은 조우가 추가됩니다:,
,rtd40,All encounters of this type:,다음 종류의 모든 조우:,
,rtd40b,Are replaced with this type:,해당 조우가 다음 종류로 대체됩니다:,
,rtd41,You are more likely to find items of this type:,다음과 같은 종류의 아이템을 찾을 확률이 오릅니다:,
,rtd42,The run ends after area /x,이 게임은 /x 구역 이후로 종료됩니다,
missions,mreward,Reward(s),보상,
,mcomplete,"This quest is complete. You can play it again, but you will not make any progress in Haversack Hill","이 퀘스트는 완료되었습니다. 다시 플레이할 수는 있지만, 헤이버색 힐에서는 진척도를 올릴 수 없습니다.",
,mex,Find CR-8,CR-8 찾기,
,mtut,First Journey!,첫 여행!,
,mcram,Cramped,갑갑함,
,mtutd,Your first trip into the Dungeon. You first discovered your Backpack!,던전으로 처음 떠났습니다. 가방을 처음 발견했습니다!,
,msec,Energy Delivery,에너지 배달,
,msecd,Return to the dungeons in search of more loot!,더 많은 보물을 찾아 던전으로 돌아가세요!,
,mpro,Protector,파수,
,m-arch1,Archery Lessons,양궁 수업,
,m-arch2,Archery Mastery,양궁 마스터리,
,m-mop,Master of Placement,배치의 고수,
,m-whetstone,Master of Whetstones,숫돌의 고수,
,m-wizardSchool,Wizard's School,마법 학교,
,m-wizard2,Magic Expedition,마법 탐험,
,m-thisRound,This One's On Me,내가 쏜다,
,m-soundOfMusic,Sound of Music,음악 소리,
,m-Ghost,Ghostly!,유령이다!,
,m-Meditation,Meditation,명상,
,m-Pacifist,Pacifist,평화주의자,
,m-Drum,Drum and Bass,드럼과 베이스,
,m-LastRun,Backpack Hero,백팩 히어로,
,m-cr8tutorial,Wiring Walkthrough,전설 연결,
,m-microbuild,Micro Build,초소형 건축,
,Fishy Business,Fishy Business,수상한 비즈니스,
,Magnetized,Magnetized,자석화,
,Bumpy Ride,Bumpy Ride,험난한 여정,
,Everyone Comes Home,Everyone Comes Home,모두 집으로 돌아오다,
,Effigies,Effigies,인형,
,Fragile Tribe,Fragile Tribe,허약한 부족,
,Treats Only,Treats Only,보물만,
,Treats Onlyd,You can only find Treats,보물만 찾을 수 있습니다,
,Magic Archery,Magic Archery,마법 궁술,
,Mushroom Friend,Mushroom Friend,버섯 친구,
,Sap Primer,Sap Primer,초보자 가이드,
,Throw the Book at them,Throw the Book at them,그들에게 책을 던져라,
,m-toteTutorial,ToteTutorial,토트 튜토리얼,
,m-warriorBird,Warrior Bird,새 전사,
,Campaign Trail,Campaign Trail,선거 운동,
,Campaign Traild,Spread the word of Mayor Quillswish! The plush knows if you don't promote it properly...,시장 퀼스위시의 말을 전달하세요! 제대로 전달하지 않으면 인형이 알아차릴 겁니다,
,Crusade,Crusade,십자군,
minigames,mini1,Spin /x gold,돌리기 /x골드,
,mini2,Spin - free,돌리기 - 무료,
,mini3,Can't leave yet,아직 나갈 수 없습니다,
,mini4,Finish your guess to leave,답을 제출해야 나갈 수 있습니다,
,mini5,No more guesses!,기회 끝!,
,mini6,Matching,맞추는 중,
,mini7,You have /x guesses remaining,기회가 /x번 남았습니다,
,mini8,Roll Dice,주사위 던지기,
,mini9,Item Type,아이템 종류,
tutorials,tut1,In combat you click items to use them. You must defeat all enemies to continue.,전투 중에는 아이템을 클릭해 사용할 수 있습니다. 적을 모두 무찔러야 진행할 수 있습니다.,
,tut2,"Add all items to your backpack to continue! While holding an item, /x to rotate it!",계속하려면 모든 아이템을 가방에 넣으세요! 아이템을 들고 있을 때는 /x로 돌리세요!,
,tut-Town1,Destroy the old store,낡은 상점을 부수세요,
,tut-Town2,Tell Zaar you destroyed the old store!,낡은 상점 철거 사실을 자르에게 전하세요,
,tut-Town3,Tell Zaar you built a new store!,자르가 새로운 상점을 지어줄 겁니다,
,tutCR81,Put items in the path of your core. Use your core to activate them,"코어의 경로에 아이템들을 배치하고, 코어를 사용해 활성화하세요.",
,tutCR82,"If multiple items are in the path, they will all be used","만약 여러 개의 아이템이 코어의 경로에 있을 경우, 모두 사용됩니다.",
,tutCR83,"If an item occupies multiple spaces, it can be used multiple times","만약 아이템이 여러 칸을 차지하고 있을 경우, 여러 번 사용할 수 있습니다.",
,tutCR84,You can redirect the path of your charge,전하의 경로는 조정할 수 있습니다.,
,tutCR85,"If you don't have enough energy to use an item, the charge is lost. Use a splitter to divide a charge. The energy is rounded up!","아이템을 사용할 정도로 충분한 에너지가 없으면, 전하를 잃게 됩니다. 전하를 나누려면 분배기를 사용하세요. 에너지는 반올림됩니다!",
,tutCR86,Use multiple different charges to hit the same item several times,여러 개의 각기 다른 전하를 활용해 한 개의 아이템을 여러 번 사용할 수 있습니다.,
,tutCR87,"Once a charge has 0 energy, it is destroyed. Use any 0 energy items first","전하의 에너지가 다 떨어질 경우, 파괴됩니다. 에너지를 사용하지 않는 아이템들을 먼저 사용하세요.",
,tutCR88,Some items create charges on their own!,특정한 아이템들은 스스로 전하를 만들어냅니다!,
,tutCR89,"When an item is used, it gains heat. Some items have a red ""heat limit"" at the bottom of their card",아이템을 사용하면 열기를 얻습니다. 일부 아이템은 카드 하단에 빨간색 '열기 제한'이 표시되어 있습니다.,
,tutTote1,Each turn Tote draws carvings. Drag them to your bag to summon them.,매 차례 토트는 3개의 인각을 뽑습니다. 인각을 가방으로 드래그해 소환하세요.,
,tutTote2,Some carvings can be used after they are summoned.,어떤 인각은 소환된 다음에 사용할 수 있습니다.,
,tutTote3,Some carvings have a cost to summon - shown at the bottom of the card.,어떤 인각은 카드 아래에 쓰여진 대가를 치르고 소환할 수 있습니다.,
,tutTote4,"Discarded carvings can be drawn again. Banished carvings are removed for the rest of combat. You can ""Toss"" your carvings to discard them - and do damage!",버려진 인각은 다시 뽑을 수 있습니다. 추방된 인각은 전투가 끝날 때까지 사용할 수 없습니다,
,tutTote5,Move carvings to your deck to collect them. Removing them later will cost money!,인각을 덱으로 옮겨 획득하세요. 나중에 인각을 지우는 데에는 돈이 들어갑니다!,
,tut-satchelTutorial,Satchel's Backpack,사첼의 가방,Satchel's Backpack
,tut-satchelTutorial1,"Satchel's backpack is torn! When he levels up, he can add new spaces into his bag. The spaces do not need to be adjacent to other spaces. You can create disconnected shapes!  <br><br>Each section of blocks is called a ""Pocket"". If the blocks are adjacent, they are part of the same pocket. If they are not touching, they are part of different pockets. You can have many pockets in your backpack!","사첼의 가방은 찢어져 있습니다! 사첼의 레벨이 오르면, 가방에 새로운 칸을 추가할 수 있는데, 이 칸들은 다른 칸과 인접하지 않아도 됩니다. 연결되지 않은 모양들을 만들어보세요! <br><br>모여있는 칸들을 하나의 ""주머니""라고 부릅니다. 연결되어있는 칸들은 같은 주머니에 있는 것으로 칩니다. 연결되지 않은 칸들은 다른 주머니에 있는 것으로 칩니다. 가방 안에는 원하는 만큼의 주머니를 만들 수 있습니다!","Satchel's backpack is torn! When he levels up, he can add new spaces into his bag. The spaces do not need to be adjacent to other spaces. You can create disconnected shapes!  <br><br>Each section of blocks is called a ""Pocket"". If the blocks are adjacent, they are part of the same pocket. If they are not touching, they are part of different pockets. You can have many pockets in your backpack!"
,tut-forgeTutorial,The Forge,제련소,
,tut-forgeTutorial1,"Many items can be upgraded at the forge! The forge costs money, but you can use it multiple times. Each forge has different upgrades, so be sure to check!<br><br>You can see how many upgrades an item can receive on its card. If it can be upgraded, there will be a number in the bottom-right next to an anvil symbol.","제련소에서 다양한 아이템을 강화할 수 있습니다! 제련에는 돈이 필요하지만, 여러 번 사용할 수 있습니다. 제련소마다 강화가 다르니까 꼭 확인하세요!<br><br>카드에서 해당 아이템을 얼마나 강화할 수 있는지 확인할 수 있습니다. 강화할 수 있는 아이템은 모루 아이콘 오른쪽 아래에 숫자가 표시됩니다.",
,tut-pets,Pochette's Pets,포셰트의 펫들,
,tut-pets1,Pochette finds pets that can help her! Choose carefully as each pet has its own special effects! <br><br>Pets work just like items! She needs to carry them in her Backpack between fights!,포셰트는 도움을 주는 펫을 찾을 수 있습니다! 펫마다 특별한 효과를 가지고 있으므로 신중하게 선택하세요! <br><br>펫도 아이템과 똑같습니다! 가방에 넣고 다녀야 하죠!,
,tut-PetsInCombatTutorial,Pets in Combat,전투 중 펫 소환,
,tut-PetsInCombatTutorial1,"To summon a pet in combat, click the item in Pochette's bag! When you summon a pet, it will appear in front of Pochette! Once summoned, you can use the pet like any other item.  <br><br>Pets have their own energy, but if they're out, they automatically borrow energy from Pochette instead!","전투 중 펫을 소환하려면 포셰트의 가방에서 펫을 클릭하세요! 펫을 소환하면 포셰트 앞에 나타납니다! 펫을 소환했다면 다른 아이템처럼 사용할 수 있습니다. <br><br>펫에도 에너지가 있지만, 에너지가 없더라도 자동으로 포셰트의 에너지를 빌립니다!",
,tut-deadPet,Pets Defeated,기절한 펫,
,tut-deadPet1,Sometimes Pochette's pets are defeated! They will revive with 1 hp at the end of battle. They can also be revived with special items. <br><br>It's important to heal the Pet as soon as possible. While defeated they cannot block or take any action!,포셰트의 펫도 쓰러질 때가 있습니다! 그러면 전투가 끝나고 체력이 1인 상태로 부활합니다. 특수 아이템을 사용해 부활시키는 방법도 있습니다. <br><br>펫은 최대한 빨리 치료하는 게 좋습니다. 쓰러지면 방어나 아무 행동도 못 하기 때문이죠!,
,tut-PetTreats,Treats,간식,
,tut-PetTreats1,Pochette can find special items called Treats! She can carry them around until she finds a pet to hold them. <br><br>Each pet has its own bag for holding treats. Treats give extra bonuses and abilities to the pets that hold them!,포셰트는 간식이라는 특수 아이템을 찾을 수 있습니다! 대신 들어줄 펫을 찾기 전까지는 직접 들고 다닐 수 있습니다. <br><br>모든 펫은 간식 보관을 위한 가방을 가지고 있습니다. 간식을 받은 펫은 추가 보너스와 능력을 얻을 수 있습니다!,
,tut-MovingPets,Moving Pets,펫 이동,
,tut-MovingPets1,"Enemies will always attack the frontmost pet. You can drag pets around to change their order. Pochette can stand in the front to defend her pets, or she can use them as shields to protect herself!",적은 언제나 가장 앞에 있는 펫을 공격합니다. 펫을 드래그하면 순서를 바꿀 수 있습니다. 포셰트가 앞에 서서 펫을 방어하거나 펫을 방패로 사용해 공격을 피할 수도 있습니다!,
,tut-inspector,Inspecting Items,아이템 보기,
,tut-inspector1,"There are so many items and so much to discover. Sometimes it can be overwhelming - even for a Backpack Hero! If you feel confused, bring up the context menu on an item and choose the option to ""View Card."" <br><br>When viewing a card, you can hover over parts of the card and explanations will appear! Never get confused by a new icon again!","세상에는 물건도, 새로 알아야 할 정보도 너무 많지요. 백팩 히어로의 칭호를 가진 사람에게도 힘이 들 정도로요! 만약 헷갈리는 부분이 있다면, 아이템의 정보 메뉴를 열고 '카드 보기'를 선택하세요. <br><br>카드를 보는 중에는 카드의 내용에 마우스를 올려 설명을 볼 수 있습니다! 더 이상 새로운 아이콘이 나왔다고 헷갈려하지 마세요!",
,tut-curse,Curses,저주,
,tut-curse1,"You have been cursed by an item. You must take it with you, or it will replace new items that you discover. To escape it, the item must be destroyed or you must be cleansed of curses.","아이템에 저주를 받았습니다. 아이템을 가져가지 않으면 새로 발견한 아이템으로 대체됩니다. 저주에서 벗어나려면 아이템을 파괴하거나 저주를 정화해야 합니다. <br><br>저주는 던전 곳곳에서 발견할 수 있으며, 일부 적들은 전투가 끝날 때 나타나는 저주 아이템을 생성하기도 합니다.",
,tut-blessings,Blessings,축복,
,tut-blessings1,Blessings create temporary items that can give you an advantage in Battle! They'll be destroyed when the fight ends. <br><br>Blessings can be placed over other items. But beware! You cannot select items that are beneath blessings. Place them carefully!,축복은 전투에서 유리한 항목을 만들 수 있는 임시 아이템을 생성합니다!전투 종료 시 아이템은 파괴됩니다.<br><br>축복은 다른 아이템 위에 놓을 수 있습니다. 하지만 여기서 주의! 축복 아래에 있는 아이템은 선택할 수 없으니 신중하게 배치하세요!,
